Device ID,Device Name,Last Firmware Update,Operating Time (hrs),Connection Quality,Device Temperature (°C),Device Usage Frequency,Connectivity Type,Event Logs,Device Priority,Protocol,Label,Attack Type
ID6645,Smart Thermostat,2018-11-18,106,Poor,35.0,Daily,Zigbee,8,High,Zigbee,compromised,MITM
ID2503,Smart Camera,2011-04-07,12,Poor,31.7,Weekly,Bluetooth,34,High,HTTP,compromised,Jamming
ID8859,Smart Camera,2011-12-28,27,Poor,14.5,Occasionally,WiFi,91,High,CoAP,compromised,DDoS
ID6879,Smart Lock,2016-10-19,79,Good,31.4,Weekly,Zigbee,30,Low,HTTP,normal,
ID8608,Smart Thermostat,2018-01-02,145,Poor,37.8,Daily,Zigbee,60,High,CoAP,compromised,Jamming
ID3692,Smart Thermostat,2019-01-21,153,Poor,5.9,Weekly,Zigbee,7,High,CoAP,compromised,Replay
ID1435,Smart Thermostat,2018-10-01,182,Excellent,24.4,Weekly,Bluetooth,3,High,HTTP,normal,
ID4918,Smart Lock,2012-01-05,83,Poor,21.7,Occasionally,Zigbee,31,Low,HTTP,compromised,Replay
ID7259,Smart Light,2021-02-10,68,Excellent,21.3,Occasionally,Zigbee,49,Low,CoAP,normal,
ID5362,Smart Plug,2023-09-15,59,Good,25.8,Weekly,WiFi,10,Low,MQTT,normal,
ID2991,Smart Camera,2019-11-05,74,Poor,27.6,Weekly,Bluetooth,16,High,Zigbee,compromised,DDoS
ID9579,Smart Plug,2021-04-22,24,Excellent,22.5,Daily,Bluetooth,31,Low,MQTT,normal,
ID1844,Smart Plug,2016-01-18,55,Excellent,13.3,Occasionally,Bluetooth,65,Low,CoAP,normal,
ID3517,Smart Camera,2015-02-15,74,Excellent,14.6,Weekly,Zigbee,91,High,HTTP,normal,
ID8896,Smart Light,2022-05-14,15,Poor,11.2,Weekly,WiFi,83,Low,HTTP,compromised,DDoS
ID6768,Smart Thermostat,2023-12-29,162,Poor,14.8,Daily,Bluetooth,51,High,MQTT,compromised,DDoS
ID4778,Smart Camera,2022-08-09,86,Good,22.4,Occasionally,Bluetooth,4,High,HTTP,normal,
ID3014,Smart Camera,2023-07-31,56,Excellent,13.8,Occasionally,WiFi,86,High,HTTP,normal,
ID3454,Smart Light,2022-05-21,94,Good,13.5,Weekly,Bluetooth,93,Low,HTTP,normal,
ID5703,Smart Plug,2018-10-31,88,Poor,19.1,Daily,Bluetooth,88,Low,Zigbee,compromised,Jamming
ID4103,Smart Lock,2013-09-09,68,Poor,30.5,Daily,Zigbee,33,Low,MQTT,compromised,MITM
ID9444,Smart Plug,2019-12-09,45,Excellent,10.6,Daily,Zigbee,46,Low,MQTT,normal,
ID6897,Smart Camera,2024-05-27,79,Poor,28.2,Daily,Bluetooth,62,High,CoAP,compromised,MITM
ID4224,Smart Thermostat,2021-07-12,183,Good,39.1,Daily,WiFi,20,High,MQTT,normal,
ID1950,Smart Camera,2023-05-17,56,Good,34.6,Daily,Zigbee,41,High,MQTT,normal,
ID4905,Smart Camera,2018-02-03,67,Excellent,19.0,Daily,Zigbee,4,High,Zigbee,normal,
ID4556,Smart Lock,2022-10-17,75,Good,12.1,Occasionally,Zigbee,92,Low,MQTT,normal,
ID3666,Smart Thermostat,2019-04-17,142,Poor,15.8,Daily,Bluetooth,94,High,MQTT,compromised,Replay
ID6370,Smart Lock,2019-11-21,44,Poor,27.0,Daily,Zigbee,68,Low,MQTT,compromised,Replay
ID9803,Smart Thermostat,2019-07-09,186,Good,24.3,Daily,Zigbee,1,High,MQTT,normal,
ID9427,Smart Camera,2023-02-14,62,Excellent,31.0,Daily,Bluetooth,6,High,Zigbee,normal,
ID7529,Smart Camera,2012-04-02,48,Good,13.6,Daily,Zigbee,77,High,Zigbee,normal,
ID9005,Smart Plug,2010-09-25,76,Poor,10.9,Daily,Bluetooth,34,Low,CoAP,compromised,DDoS
ID4850,Smart Camera,2013-01-05,52,Poor,23.9,Occasionally,Zigbee,31,High,Zigbee,compromised,DDoS
ID3106,Smart Plug,2023-08-09,57,Poor,28.2,Daily,Bluetooth,67,Low,Zigbee,compromised,MITM
ID4679,Smart Light,2022-12-01,11,Excellent,19.1,Occasionally,Zigbee,24,Low,Zigbee,normal,
ID2386,Smart Light,2022-12-09,41,Poor,10.9,Weekly,WiFi,70,Low,Zigbee,compromised,Jamming
ID1994,Smart Plug,2024-10-17,81,Poor,20.0,Weekly,Zigbee,22,Low,MQTT,compromised,DDoS
ID1054,Smart Camera,2015-07-14,34,Poor,12.4,Occasionally,Zigbee,94,High,Zigbee,compromised,Replay
ID5243,Smart Camera,2010-03-13,15,Poor,34.3,Occasionally,WiFi,11,High,Zigbee,compromised,DDoS
ID1149,Smart Plug,2018-03-25,38,Excellent,13.9,Occasionally,WiFi,84,Low,CoAP,normal,
ID6586,Smart Thermostat,2010-08-14,96,Poor,22.6,Occasionally,Zigbee,33,High,CoAP,compromised,DDoS
ID1789,Smart Light,2017-11-24,96,Poor,20.7,Weekly,Bluetooth,89,Low,Zigbee,compromised,MITM
ID5446,Smart Plug,2013-01-13,28,Excellent,12.1,Occasionally,WiFi,52,Low,Zigbee,normal,
ID3681,Smart Light,2015-02-14,52,Good,14.8,Weekly,Zigbee,79,Low,CoAP,normal,
ID2614,Smart Plug,2010-09-29,31,Poor,29.9,Daily,Zigbee,28,Low,Zigbee,compromised,DDoS
ID3358,Smart Camera,2019-08-02,17,Good,29.7,Weekly,Bluetooth,40,High,CoAP,normal,
ID3462,Smart Lock,2023-04-09,99,Excellent,20.1,Occasionally,Zigbee,1,Low,MQTT,normal,
ID9436,Smart Light,2021-06-27,89,Excellent,21.0,Occasionally,Bluetooth,94,Low,CoAP,normal,
ID1024,Smart Lock,2017-12-25,12,Poor,28.3,Weekly,Zigbee,97,Low,HTTP,compromised,Replay
ID6823,Smart Lock,2017-06-22,73,Poor,32.0,Occasionally,Zigbee,99,Low,MQTT,compromised,DDoS
ID8610,Smart Lock,2018-01-31,27,Poor,12.5,Occasionally,Zigbee,57,Low,CoAP,compromised,Replay
ID4216,Smart Camera,2019-02-04,91,Poor,22.8,Occasionally,WiFi,53,High,Zigbee,compromised,MITM
ID6938,Smart Thermostat,2013-09-22,115,Poor,13.7,Daily,Zigbee,95,High,MQTT,compromised,Jamming
ID2923,Smart Lock,2018-02-11,17,Good,18.1,Weekly,Zigbee,78,Low,MQTT,normal,
ID8426,Smart Camera,2022-06-30,18,Excellent,19.6,Occasionally,Zigbee,99,High,MQTT,normal,
ID5001,Smart Camera,2023-11-14,91,Poor,12.6,Daily,WiFi,83,High,CoAP,compromised,MITM
ID3660,Smart Camera,2024-09-16,83,Excellent,30.8,Weekly,WiFi,90,High,CoAP,normal,
ID7145,Smart Lock,2010-11-23,16,Good,33.7,Weekly,Zigbee,69,Low,HTTP,normal,
ID2470,Smart Lock,2012-11-11,72,Poor,16.4,Occasionally,Zigbee,95,Low,Zigbee,compromised,Replay
ID2252,Smart Camera,2012-02-14,48,Poor,28.5,Daily,Zigbee,91,High,CoAP,compromised,Jamming
ID8369,Smart Plug,2024-04-26,74,Good,25.5,Daily,Zigbee,67,Low,HTTP,normal,
ID2898,Smart Lock,2020-04-03,64,Excellent,35.8,Weekly,Zigbee,40,Low,CoAP,normal,
ID9806,Smart Thermostat,2022-04-18,150,Poor,16.9,Daily,Bluetooth,31,High,MQTT,compromised,DDoS
ID3298,Smart Plug,2024-10-09,65,Poor,24.3,Occasionally,Bluetooth,56,Low,HTTP,compromised,DDoS
ID3632,Smart Camera,2016-11-11,46,Poor,20.2,Weekly,WiFi,56,High,Zigbee,compromised,DDoS
ID3484,Smart Light,2010-09-06,10,Poor,8.7,Weekly,Bluetooth,92,Low,HTTP,compromised,MITM
ID7384,Smart Plug,2011-09-29,58,Excellent,10.0,Occasionally,WiFi,31,Low,CoAP,normal,
ID1243,Smart Thermostat,2011-11-01,165,Good,25.3,Weekly,WiFi,76,High,MQTT,normal,
ID5281,Smart Lock,2024-08-09,49,Poor,22.5,Daily,Zigbee,84,Low,HTTP,compromised,Replay
ID3321,Smart Plug,2012-02-13,68,Excellent,25.3,Daily,WiFi,7,Low,Zigbee,normal,
ID9639,Smart Light,2019-12-18,37,Poor,27.3,Daily,WiFi,82,Low,Zigbee,compromised,DDoS
ID2438,Smart Thermostat,2022-02-14,74,Excellent,39.1,Occasionally,WiFi,78,High,HTTP,normal,
ID4021,Smart Plug,2015-12-13,83,Poor,26.8,Weekly,WiFi,58,Low,CoAP,compromised,DDoS
ID7273,Smart Camera,2017-06-09,28,Excellent,18.5,Weekly,WiFi,55,High,HTTP,normal,
ID1659,Smart Thermostat,2013-02-28,109,Poor,38.6,Daily,WiFi,48,High,CoAP,compromised,Replay
ID5332,Smart Plug,2022-11-03,52,Poor,20.2,Weekly,Bluetooth,92,Low,HTTP,compromised,MITM
ID1640,Smart Thermostat,2012-12-17,189,Poor,12.2,Weekly,Zigbee,85,High,CoAP,compromised,DDoS
ID3802,Smart Thermostat,2015-07-21,64,Poor,30.2,Weekly,Bluetooth,6,High,Zigbee,compromised,DDoS
ID8194,Smart Lock,2016-01-18,81,Poor,13.1,Occasionally,Zigbee,46,Low,HTTP,compromised,DDoS
ID4596,Smart Plug,2022-06-30,94,Poor,23.2,Weekly,Zigbee,90,Low,MQTT,compromised,Replay
ID4507,Smart Lock,2010-09-11,78,Poor,29.6,Weekly,Zigbee,85,Low,Zigbee,compromised,Jamming
ID8288,Smart Plug,2014-02-07,51,Poor,14.4,Occasionally,WiFi,98,Low,HTTP,compromised,Replay
ID7907,Smart Lock,2019-07-08,36,Excellent,16.4,Daily,Zigbee,72,Low,HTTP,normal,
ID5655,Smart Light,2015-03-31,99,Poor,24.4,Occasionally,Bluetooth,58,Low,Zigbee,compromised,Replay
ID1636,Smart Thermostat,2014-09-29,107,Good,34.8,Daily,Zigbee,29,High,Zigbee,normal,
ID8642,Smart Plug,2011-02-02,18,Poor,25.2,Weekly,Zigbee,57,Low,Zigbee,compromised,Replay
ID4542,Smart Camera,2019-07-23,58,Good,29.8,Daily,Zigbee,72,High,HTTP,normal,
ID6842,Smart Plug,2021-03-16,75,Poor,26.1,Weekly,WiFi,91,Low,HTTP,compromised,MITM
ID8414,Smart Lock,2023-06-04,54,Poor,16.4,Weekly,Zigbee,61,Low,Zigbee,compromised,Jamming
ID3901,Smart Lock,2024-05-23,34,Poor,23.7,Weekly,Zigbee,69,Low,MQTT,compromised,Jamming
ID5038,Smart Camera,2014-09-07,88,Good,14.8,Weekly,Zigbee,90,High,CoAP,normal,
ID5556,Smart Camera,2012-11-15,52,Good,28.7,Weekly,WiFi,33,High,CoAP,normal,
ID4531,Smart Plug,2021-01-23,32,Good,19.8,Daily,Zigbee,53,Low,MQTT,normal,
ID6196,Smart Light,2019-12-19,15,Excellent,23.1,Daily,Bluetooth,18,Low,Zigbee,normal,
ID9127,Smart Thermostat,2016-11-05,183,Good,25.8,Occasionally,Zigbee,7,High,HTTP,normal,
ID4657,Smart Plug,2016-10-16,78,Poor,26.9,Daily,WiFi,31,Low,HTTP,compromised,MITM
ID2143,Smart Light,2021-03-26,71,Excellent,18.1,Daily,Zigbee,18,Low,CoAP,normal,
ID7091,Smart Plug,2012-04-06,49,Excellent,28.7,Weekly,WiFi,99,Low,MQTT,normal,
ID1970,Smart Lock,2015-05-30,100,Poor,38.3,Weekly,Zigbee,47,Low,CoAP,compromised,DDoS
ID4875,Smart Lock,2023-11-18,90,Poor,21.8,Occasionally,Zigbee,87,Low,Zigbee,compromised,DDoS
ID3239,Smart Plug,2010-06-01,99,Excellent,23.9,Occasionally,WiFi,54,Low,CoAP,normal,
ID4280,Smart Thermostat,2013-09-13,162,Good,38.6,Daily,Bluetooth,41,High,CoAP,normal,
ID1999,Smart Camera,2018-09-29,68,Poor,12.0,Daily,Zigbee,16,High,MQTT,compromised,DDoS
ID9809,Smart Plug,2022-05-08,93,Poor,23.7,Occasionally,Bluetooth,72,Low,HTTP,compromised,Jamming
ID1173,Smart Light,2016-02-24,85,Good,29.1,Daily,WiFi,18,Low,CoAP,normal,
ID6704,Smart Lock,2018-09-23,22,Poor,12.5,Weekly,Zigbee,65,Low,MQTT,compromised,Jamming
ID8302,Smart Camera,2014-03-14,33,Poor,15.9,Weekly,Bluetooth,14,High,Zigbee,compromised,Jamming
ID1994,Smart Light,2012-10-04,78,Good,20.3,Daily,WiFi,93,Low,HTTP,normal,
ID5417,Smart Lock,2023-09-27,82,Poor,39.7,Occasionally,Zigbee,86,Low,HTTP,compromised,Replay
ID7289,Smart Plug,2017-09-09,66,Poor,18.5,Daily,Zigbee,25,Low,HTTP,compromised,DDoS
ID7287,Smart Thermostat,2010-09-05,187,Excellent,12.6,Daily,WiFi,87,High,CoAP,normal,
ID8453,Smart Light,2016-07-09,91,Poor,27.1,Daily,Bluetooth,49,Low,CoAP,normal,
ID8644,Smart Plug,2015-07-08,71,Good,16.5,Weekly,Zigbee,54,Low,CoAP,normal,
ID3930,Smart Camera,2019-04-01,49,Good,21.1,Occasionally,WiFi,15,High,HTTP,normal,
ID8136,Smart Thermostat,2021-01-29,115,Good,39.4,Weekly,WiFi,38,High,HTTP,normal,
ID7077,Smart Camera,2010-05-09,39,Poor,25.5,Weekly,Zigbee,18,High,Zigbee,compromised,DDoS
ID8036,Smart Thermostat,2019-10-30,86,Poor,12.2,Occasionally,Zigbee,28,High,Zigbee,compromised,Replay
ID3952,Smart Lock,2018-02-18,38,Poor,19.5,Weekly,Zigbee,81,Low,MQTT,compromised,MITM
ID6695,Smart Plug,2023-11-07,71,Poor,12.9,Occasionally,Zigbee,70,Low,HTTP,compromised,Replay
ID1486,Smart Camera,2019-04-12,53,Poor,12.3,Weekly,WiFi,10,High,HTTP,normal,
ID9714,Smart Camera,2017-05-27,66,Good,33.7,Occasionally,Bluetooth,11,High,HTTP,normal,
ID6038,Smart Camera,2012-08-23,93,Excellent,15.5,Occasionally,WiFi,61,High,HTTP,normal,
ID6632,Smart Thermostat,2021-05-20,76,Poor,21.1,Daily,Bluetooth,44,High,HTTP,compromised,Jamming
ID9885,Smart Camera,2011-05-15,13,Poor,23.3,Daily,WiFi,79,High,Zigbee,compromised,Jamming
ID3232,Smart Plug,2022-02-08,93,Good,12.5,Occasionally,WiFi,98,Low,HTTP,normal,
ID6934,Smart Thermostat,2018-05-31,145,Poor,5.5,Occasionally,Zigbee,9,High,MQTT,compromised,DDoS
ID5167,Smart Camera,2022-04-14,73,Poor,23.4,Daily,WiFi,48,High,Zigbee,compromised,MITM
ID7168,Smart Plug,2022-07-22,40,Good,10.2,Daily,Bluetooth,43,Low,CoAP,normal,
ID1127,Smart Lock,2021-05-12,56,Poor,32.7,Weekly,Zigbee,100,Low,MQTT,compromised,DDoS
ID3549,Smart Camera,2012-03-12,25,Poor,24.0,Occasionally,Bluetooth,73,High,HTTP,compromised,Replay
ID1302,Smart Plug,2017-10-03,85,Poor,27.6,Occasionally,Zigbee,21,Low,Zigbee,compromised,Jamming
ID4858,Smart Light,2013-02-16,25,Excellent,14.0,Daily,Bluetooth,86,Low,HTTP,normal,
ID3531,Smart Plug,2015-09-06,86,Good,16.1,Weekly,Bluetooth,72,Low,CoAP,normal,
ID8015,Smart Light,2021-10-17,26,Excellent,20.4,Daily,WiFi,51,Low,Zigbee,normal,
ID6519,Smart Thermostat,2011-08-21,98,Poor,25.7,Daily,Zigbee,65,High,Zigbee,compromised,Jamming
ID2629,Smart Light,2020-02-24,78,Poor,22.8,Daily,Bluetooth,24,Low,MQTT,normal,
ID5543,Smart Camera,2024-04-29,89,Good,19.3,Daily,Bluetooth,53,High,Zigbee,normal,
ID8825,Smart Camera,2023-06-14,98,Poor,13.0,Occasionally,Bluetooth,0,High,CoAP,normal,
ID7219,Smart Camera,2011-11-06,24,Poor,25.2,Weekly,WiFi,79,High,HTTP,compromised,DDoS
ID9675,Smart Camera,2010-05-20,61,Poor,29.0,Daily,Zigbee,22,High,MQTT,compromised,Replay
ID6842,Smart Lock,2011-03-04,36,Excellent,25.0,Occasionally,Zigbee,69,Low,CoAP,normal,
ID6947,Smart Light,2015-12-27,53,Good,13.7,Daily,WiFi,1,Low,MQTT,normal,
ID7508,Smart Lock,2015-10-22,75,Excellent,20.9,Occasionally,Zigbee,50,Low,CoAP,normal,
ID4303,Smart Thermostat,2020-10-17,176,Good,16.8,Weekly,WiFi,2,High,MQTT,normal,
ID7797,Smart Camera,2016-11-10,97,Poor,11.3,Daily,WiFi,15,High,HTTP,compromised,MITM
ID1298,Smart Camera,2016-12-14,98,Excellent,17.5,Daily,Bluetooth,66,High,CoAP,normal,
ID8984,Smart Lock,2013-04-13,67,Excellent,11.4,Occasionally,Zigbee,64,Low,CoAP,normal,
ID4182,Smart Plug,2012-04-06,59,Good,21.6,Daily,WiFi,60,Low,Zigbee,normal,
ID2895,Smart Lock,2020-09-25,23,Poor,23.3,Weekly,Zigbee,42,Low,CoAP,compromised,MITM
ID9706,Smart Thermostat,2012-01-24,91,Good,20.3,Occasionally,Zigbee,41,High,Zigbee,normal,
ID1944,Smart Camera,2016-08-13,27,Good,30.2,Daily,Bluetooth,22,High,Zigbee,normal,
ID3821,Smart Camera,2016-08-03,63,Excellent,18.8,Weekly,WiFi,16,High,CoAP,normal,
ID3023,Smart Camera,2024-03-13,58,Excellent,20.1,Occasionally,Zigbee,40,High,MQTT,normal,
ID1583,Smart Lock,2024-04-08,78,Good,15.0,Daily,Zigbee,47,Low,MQTT,normal,
ID4241,Smart Light,2011-01-18,96,Excellent,21.9,Daily,Bluetooth,54,Low,Zigbee,normal,
ID4973,Smart Camera,2010-04-17,14,Good,22.4,Daily,WiFi,60,High,MQTT,normal,
ID4326,Smart Light,2024-05-03,50,Poor,21.4,Weekly,Zigbee,97,Low,MQTT,compromised,DDoS
ID2962,Smart Thermostat,2019-03-04,161,Poor,21.7,Weekly,Bluetooth,36,High,MQTT,compromised,MITM
ID9524,Smart Light,2019-10-13,95,Excellent,18.9,Daily,WiFi,4,Low,Zigbee,normal,
ID4453,Smart Plug,2012-10-09,18,Poor,12.5,Weekly,WiFi,48,Low,Zigbee,compromised,Jamming
ID1824,Smart Light,2023-03-19,11,Poor,11.9,Occasionally,Bluetooth,36,Low,MQTT,normal,
ID7568,Smart Thermostat,2018-05-27,200,Poor,39.4,Daily,WiFi,26,High,CoAP,compromised,Jamming
ID2181,Smart Light,2012-09-12,97,Good,12.2,Occasionally,Bluetooth,15,Low,Zigbee,normal,
ID8074,Smart Light,2018-06-24,90,Poor,17.5,Weekly,Zigbee,92,Low,HTTP,compromised,MITM
ID5140,Smart Lock,2020-03-22,13,Poor,27.2,Daily,Zigbee,87,Low,MQTT,compromised,DDoS
ID3593,Smart Light,2022-11-27,59,Poor,16.3,Daily,Zigbee,88,Low,CoAP,compromised,DDoS
ID2378,Smart Light,2024-03-05,52,Poor,26.7,Weekly,WiFi,66,Low,Zigbee,compromised,DDoS
ID9251,Smart Thermostat,2012-05-07,125,Excellent,23.0,Daily,Zigbee,33,High,MQTT,normal,
ID2291,Smart Lock,2012-05-24,84,Excellent,28.2,Occasionally,Zigbee,4,Low,MQTT,normal,
ID9576,Smart Light,2016-11-13,89,Poor,10.1,Weekly,WiFi,83,Low,HTTP,compromised,Replay
ID2612,Smart Plug,2011-07-23,95,Poor,12.9,Occasionally,Bluetooth,44,Low,MQTT,compromised,Replay
ID6618,Smart Camera,2024-12-03,80,Excellent,29.1,Occasionally,Zigbee,99,High,Zigbee,normal,
ID7867,Smart Light,2023-04-05,44,Good,5.9,Occasionally,WiFi,84,Low,MQTT,normal,
ID7921,Smart Plug,2019-12-09,14,Good,20.8,Occasionally,Bluetooth,76,Low,Zigbee,normal,
ID6823,Smart Light,2023-01-06,21,Excellent,25.2,Occasionally,Bluetooth,76,Low,MQTT,normal,
ID2001,Smart Light,2016-03-16,53,Good,26.2,Weekly,Zigbee,1,Low,MQTT,normal,
ID7091,Smart Lock,2024-01-13,69,Poor,23.1,Weekly,Zigbee,14,Low,MQTT,compromised,DDoS
ID3422,Smart Plug,2014-10-05,42,Poor,10.4,Daily,Zigbee,92,Low,CoAP,compromised,DDoS
ID5369,Smart Camera,2019-05-28,84,Poor,17.6,Weekly,Zigbee,53,High,Zigbee,compromised,Replay
ID1741,Smart Camera,2020-06-25,30,Poor,18.2,Occasionally,WiFi,3,High,Zigbee,normal,
ID3485,Smart Lock,2012-11-29,26,Poor,10.8,Weekly,Zigbee,8,Low,Zigbee,compromised,MITM
ID8373,Smart Thermostat,2010-12-13,124,Poor,34.0,Occasionally,Zigbee,38,High,MQTT,compromised,MITM
ID3828,Smart Thermostat,2015-09-25,155,Poor,11.5,Daily,Zigbee,30,High,Zigbee,compromised,Jamming
ID2674,Smart Camera,2017-03-14,70,Poor,31.3,Weekly,Zigbee,17,High,CoAP,compromised,MITM
ID9950,Smart Camera,2023-10-09,64,Poor,17.5,Occasionally,Bluetooth,76,High,HTTP,compromised,Jamming
ID6831,Smart Camera,2017-12-23,79,Poor,34.0,Daily,Bluetooth,21,High,HTTP,compromised,MITM
ID7268,Smart Camera,2022-06-17,49,Poor,34.2,Weekly,Zigbee,60,High,Zigbee,compromised,Replay
ID4377,Smart Thermostat,2021-12-16,135,Good,13.0,Weekly,Zigbee,98,High,MQTT,normal,
ID4911,Smart Light,2012-10-11,53,Poor,29.9,Occasionally,WiFi,18,Low,MQTT,normal,
ID4690,Smart Thermostat,2019-03-06,160,Poor,9.2,Daily,Bluetooth,60,High,MQTT,compromised,Jamming
ID9914,Smart Thermostat,2021-06-24,183,Poor,22.9,Daily,Bluetooth,97,High,MQTT,compromised,Replay
ID2000,Smart Light,2010-12-22,64,Poor,9.7,Occasionally,Bluetooth,88,Low,MQTT,compromised,Jamming
ID7819,Smart Thermostat,2012-12-15,132,Poor,25.5,Weekly,Bluetooth,99,High,HTTP,compromised,MITM
ID4847,Smart Thermostat,2013-08-11,151,Excellent,31.0,Daily,Zigbee,63,High,CoAP,normal,
ID2492,Smart Plug,2018-11-01,61,Good,20.3,Weekly,Bluetooth,51,Low,Zigbee,normal,
ID9234,Smart Thermostat,2024-09-23,192,Excellent,17.9,Occasionally,Bluetooth,33,High,Zigbee,normal,
ID3214,Smart Thermostat,2022-02-11,92,Excellent,17.7,Daily,Bluetooth,97,High,HTTP,normal,
ID8261,Smart Plug,2022-04-09,48,Poor,15.1,Weekly,Zigbee,40,Low,HTTP,compromised,MITM
ID6492,Smart Plug,2020-09-05,59,Good,23.0,Weekly,WiFi,32,Low,HTTP,normal,
ID8072,Smart Lock,2011-12-29,59,Good,34.3,Weekly,Zigbee,63,Low,MQTT,normal,
ID6167,Smart Plug,2015-08-21,87,Poor,25.8,Occasionally,Zigbee,89,Low,Zigbee,compromised,Jamming
ID6143,Smart Camera,2023-07-14,48,Good,10.4,Weekly,WiFi,8,High,CoAP,normal,
ID1944,Smart Lock,2014-04-09,23,Good,10.4,Daily,Zigbee,90,Low,HTTP,normal,
ID3574,Smart Thermostat,2010-12-07,185,Poor,28.5,Occasionally,WiFi,87,High,HTTP,compromised,Jamming
ID4482,Smart Plug,2012-11-03,99,Excellent,16.4,Daily,Bluetooth,56,Low,MQTT,normal,
ID7706,Smart Plug,2015-08-10,27,Poor,25.6,Weekly,Bluetooth,19,Low,HTTP,normal,
ID8989,Smart Camera,2011-06-25,68,Excellent,15.1,Weekly,Bluetooth,45,High,HTTP,normal,
ID2044,Smart Camera,2024-02-05,76,Excellent,34.6,Weekly,Bluetooth,73,High,CoAP,normal,
ID7587,Smart Thermostat,2012-10-02,132,Poor,17.0,Occasionally,Bluetooth,62,High,MQTT,compromised,Jamming
ID9170,Smart Lock,2014-08-04,61,Excellent,16.1,Weekly,Zigbee,23,Low,MQTT,normal,
ID1488,Smart Lock,2023-11-22,44,Poor,21.3,Daily,Zigbee,43,Low,HTTP,compromised,DDoS
ID1326,Smart Camera,2019-01-02,64,Poor,15.4,Daily,WiFi,73,High,HTTP,compromised,Replay
ID3275,Smart Light,2021-09-27,95,Excellent,5.7,Daily,Bluetooth,32,Low,Zigbee,normal,
ID2083,Smart Camera,2013-10-24,34,Excellent,15.0,Weekly,Bluetooth,55,High,HTTP,normal,
ID7728,Smart Thermostat,2016-02-16,179,Good,39.5,Occasionally,Bluetooth,82,High,CoAP,normal,
ID6332,Smart Lock,2012-04-20,44,Poor,35.5,Daily,Zigbee,40,Low,MQTT,compromised,Jamming
ID3808,Smart Thermostat,2010-04-19,171,Excellent,11.7,Weekly,WiFi,83,High,Zigbee,normal,
ID3586,Smart Lock,2018-09-05,41,Good,31.1,Weekly,Zigbee,0,Low,MQTT,normal,
ID4901,Smart Camera,2013-05-30,66,Good,29.4,Weekly,WiFi,51,High,MQTT,normal,
ID2554,Smart Light,2015-10-06,83,Poor,23.1,Occasionally,Zigbee,55,Low,MQTT,compromised,DDoS
ID5371,Smart Light,2015-11-03,66,Poor,27.0,Occasionally,Zigbee,82,Low,Zigbee,compromised,MITM
ID9057,Smart Light,2024-11-20,25,Poor,12.1,Occasionally,Bluetooth,58,Low,CoAP,compromised,DDoS
ID7412,Smart Camera,2024-04-03,32,Good,17.8,Weekly,Bluetooth,36,High,MQTT,normal,
ID6569,Smart Lock,2014-02-22,78,Poor,17.1,Weekly,Zigbee,49,Low,HTTP,compromised,MITM
ID8953,Smart Thermostat,2011-08-16,134,Good,18.1,Weekly,WiFi,20,High,MQTT,normal,
ID1875,Smart Thermostat,2014-03-25,157,Poor,8.8,Daily,WiFi,86,High,Zigbee,compromised,MITM
ID8048,Smart Plug,2017-12-08,72,Poor,22.1,Weekly,Bluetooth,33,Low,CoAP,compromised,Jamming
ID1468,Smart Camera,2012-04-26,43,Poor,10.4,Occasionally,Bluetooth,77,High,Zigbee,compromised,MITM
ID5896,Smart Lock,2022-03-25,78,Excellent,15.9,Occasionally,Zigbee,41,Low,CoAP,normal,
ID8287,Smart Thermostat,2011-01-20,64,Good,27.4,Daily,Bluetooth,87,High,CoAP,normal,
ID8417,Smart Lock,2021-09-22,50,Poor,38.8,Weekly,Zigbee,18,Low,HTTP,compromised,Replay
ID7793,Smart Camera,2020-07-25,13,Poor,28.9,Weekly,Bluetooth,72,High,Zigbee,compromised,DDoS
ID5697,Smart Light,2014-11-04,26,Poor,6.0,Daily,Zigbee,6,Low,CoAP,normal,
ID8265,Smart Light,2022-04-21,70,Good,21.7,Daily,Bluetooth,45,Low,MQTT,normal,
ID1701,Smart Thermostat,2011-11-27,131,Poor,12.4,Daily,Bluetooth,56,High,MQTT,compromised,Replay
ID5297,Smart Thermostat,2017-08-04,121,Poor,13.5,Daily,Zigbee,32,High,HTTP,compromised,MITM
ID8529,Smart Plug,2018-02-03,81,Excellent,23.3,Daily,Bluetooth,83,Low,MQTT,normal,
ID7785,Smart Plug,2022-03-16,19,Poor,24.5,Weekly,Bluetooth,90,Low,HTTP,compromised,DDoS
ID8409,Smart Thermostat,2017-10-08,114,Excellent,24.8,Daily,Zigbee,25,High,HTTP,normal,
ID9077,Smart Light,2016-11-11,92,Poor,27.2,Occasionally,Zigbee,65,Low,MQTT,compromised,Jamming
ID1088,Smart Plug,2011-07-22,23,Poor,21.0,Weekly,Zigbee,27,Low,CoAP,compromised,Jamming
ID5939,Smart Lock,2021-11-14,77,Poor,12.7,Occasionally,Zigbee,36,Low,CoAP,compromised,MITM
ID7472,Smart Thermostat,2023-05-15,56,Good,14.7,Occasionally,WiFi,5,High,CoAP,normal,
ID2825,Smart Plug,2012-01-20,67,Poor,15.3,Weekly,WiFi,50,Low,HTTP,compromised,DDoS
ID8377,Smart Light,2012-09-23,12,Good,25.7,Weekly,Bluetooth,76,Low,Zigbee,normal,
ID9835,Smart Thermostat,2017-06-28,113,Good,8.7,Weekly,Zigbee,43,High,CoAP,normal,
